Amount,Frequency,Location,Device,Time,AccountAge,Fraud
144901,9,International,POS,Night,94,1
96148,1,Same City,ATM,Morning,56,0
195866,5,International,Web,Morning,72,0
27725,3,International,ATM,Afternoon,119,0
80449,7,International,POS,Night,43,1
47228,10,Different City,Mobile,Morning,111,0
139323,9,Same City,ATM,Morning,117,0
188076,2,Different City,Web,Morning,65,0
44983,7,International,Mobile,Morning,8,0
111706,9,Different City,Mobile,Afternoon,25,0
24579,2,International,Mobile,Morning,13,0
10364,6,Different City,POS,Morning,85,0
91376,2,International,POS,Afternoon,21,0
154663,7,Different City,ATM,Afternoon,29,0
133129,10,Same City,POS,Afternoon,69,0
182296,4,International,Mobile,Night,12,0
28883,4,Same City,POS,Morning,74,0
145624,10,Different City,POS,Night,7,0
109017,9,Different City,Web,Afternoon,46,0
142510,4,Same City,Mobile,Night,100,0
35486,1,International,Mobile,Night,106,0
145013,2,Different City,Mobile,Afternoon,93,0
90280,9,International,POS,Night,69,1
62532,7,Same City,POS,Night,67,0
65319,1,Same City,Web,Night,11,0
83256,3,International,POS,Morning,16,0
131588,2,Same City,ATM,Afternoon,99,0
139797,2,Same City,ATM,Night,105,0
7311,7,International,ATM,Afternoon,29,0
46548,5,Same City,Web,Night,7,0
22994,6,Same City,Web,Evening,17,0
198152,3,International,POS,Afternoon,100,0
162698,3,International,ATM,Evening,5,0
151778,8,Same City,POS,Afternoon,30,0
180545,2,Different City,POS,Morning,60,0
181660,3,Same City,Web,Night,86,0
25619,5,Same City,POS,Evening,79,0
95391,2,Same City,ATM,Afternoon,4,0
166205,2,Same City,POS,Afternoon,40,0
193050,9,Different City,Web,Night,72,0
157418,2,Same City,ATM,Morning,80,0
131973,9,International,ATM,Evening,56,1
155017,1,International,POS,Morning,56,0
29824,7,Same City,ATM,Night,32,0
51005,1,International,POS,Night,60,0
7651,5,Same City,POS,Afternoon,83,0
127873,5,Different City,Mobile,Night,6,0
67301,10,Same City,POS,Evening,96,0
104284,1,Same City,Web,Afternoon,100,0
64174,9,International,ATM,Morning,23,0
189940,6,Same City,POS,Afternoon,25,0
195322,6,Different City,ATM,Morning,46,0
191923,1,Different City,Web,Morning,96,0
42048,1,International,ATM,Night,101,0
103973,4,Different City,POS,Morning,13,0
93871,7,Different City,Web,Morning,78,0
121033,4,International,ATM,Afternoon,88,0
185241,9,Same City,Mobile,Afternoon,98,0
59188,4,Same City,Web,Afternoon,1,0
134582,5,International,POS,Night,76,0
167269,3,International,ATM,Night,69,0
186711,1,Different City,Web,Evening,91,0
136618,7,Different City,Web,Evening,39,0
82426,4,Same City,POS,Morning,57,0
118126,6,Same City,Mobile,Morning,37,0
180940,2,International,ATM,Night,21,0
157403,4,Same City,Mobile,Evening,37,0
138478,9,Same City,Mobile,Afternoon,51,0
192592,7,Different City,ATM,Afternoon,23,0
125282,5,Different City,Mobile,Night,52,0
148105,9,International,ATM,Morning,101,1
106959,5,International,Mobile,Night,51,0
47934,3,Different City,Mobile,Evening,54,0
172267,3,International,Web,Afternoon,40,0
162376,10,Different City,Web,Morning,15,0
199265,1,Same City,ATM,Night,43,0
117661,6,Different City,Mobile,Afternoon,59,0
186639,7,Same City,Web,Morning,35,0
162023,9,Same City,Mobile,Morning,42,0
143909,8,Different City,ATM,Morning,103,0
76233,9,Same City,ATM,Afternoon,77,0
147902,5,International,Mobile,Evening,3,0
32133,1,Different City,ATM,Morning,20,0
86676,2,International,Web,Morning,63,0
81760,1,International,Web,Afternoon,103,0
5858,8,International,ATM,Morning,38,0
25832,8,Different City,Mobile,Afternoon,84,0
88049,2,Different City,ATM,Night,119,0
185558,7,International,ATM,Night,51,1
69645,4,Different City,POS,Afternoon,57,0
190666,4,International,Web,Evening,93,0
156624,1,Different City,Mobile,Night,37,0
29927,3,International,ATM,Morning,73,0
111676,4,Same City,ATM,Afternoon,53,0
124049,4,Same City,POS,Night,54,0
137181,1,Different City,Mobile,Evening,20,0
137044,10,Same City,ATM,Morning,11,0
116220,7,International,Web,Evening,65,1
108626,8,International,Mobile,Night,86,1
107379,5,International,ATM,Afternoon,20,0
127873,3,Different City,ATM,Evening,114,0
140473,5,International,ATM,Afternoon,107,0
84954,9,International,POS,Evening,79,1
30154,6,Different City,Mobile,Evening,96,0
116534,2,Different City,ATM,Afternoon,28,0
82841,5,Same City,Mobile,Night,49,0
165868,9,International,Mobile,Morning,56,1
161005,6,International,Mobile,Afternoon,55,1
120526,7,Different City,Mobile,Night,55,0
97522,1,International,Web,Morning,100,0
92094,2,Same City,ATM,Afternoon,38,0
116409,9,Same City,ATM,Afternoon,100,0
136051,6,International,ATM,Morning,52,1
4679,8,International,Mobile,Evening,14,0
182122,6,International,ATM,Evening,109,1
112467,10,Different City,ATM,Night,72,0
155851,8,Same City,Mobile,Evening,90,0
198544,3,Different City,Web,Night,36,0
167301,7,International,POS,Afternoon,42,1
26481,4,Different City,Web,Night,115,0
184657,7,Different City,ATM,Night,10,0
130200,3,Different City,Web,Night,8,0
145655,2,Same City,ATM,Afternoon,11,0
17745,8,International,Web,Morning,11,0
85119,7,Different City,POS,Afternoon,39,0
85302,7,International,Web,Evening,3,1
49461,10,International,ATM,Night,77,0
138679,7,Different City,POS,Morning,25,0
5837,10,Different City,POS,Evening,95,0
188946,5,Different City,ATM,Morning,63,0
161816,8,International,Web,Morning,120,1
17945,1,Different City,Web,Morning,98,0
170379,7,Different City,Mobile,Afternoon,70,0
127831,6,Different City,POS,Afternoon,96,0
131972,6,Same City,Mobile,Evening,32,0
60303,2,International,POS,Evening,22,0
43655,4,International,Mobile,Morning,83,0
154924,6,International,Mobile,Night,64,1
177581,4,Different City,ATM,Night,19,0
126336,9,International,POS,Morning,90,1
38408,9,International,Web,Morning,70,0
66041,5,International,Web,Evening,72,0
17523,7,International,Mobile,Morning,119,0
168417,8,Different City,Web,Evening,3,0
65190,5,International,POS,Morning,111,0
130798,4,Same City,Mobile,Night,13,0
119912,6,Same City,Mobile,Evening,85,0
191872,8,International,Web,Morning,66,1
14393,1,Same City,ATM,Morning,86,0
146650,8,Same City,Web,Night,21,0
158827,2,Same City,ATM,Evening,113,0
18499,10,Same City,ATM,Evening,69,0
65290,6,International,POS,Morning,110,0
154071,10,Different City,ATM,Morning,85,0
102177,9,Different City,ATM,Afternoon,85,0
34676,10,Different City,Web,Afternoon,17,0
5304,10,Same City,ATM,Afternoon,30,0
174694,3,International,POS,Evening,35,0
89063,1,Different City,ATM,Morning,111,0
86406,9,International,Web,Night,1,1
81618,10,Different City,Mobile,Morning,70,0
196695,8,Different City,POS,Afternoon,91,0
193209,8,Same City,Web,Evening,50,0
75534,8,International,POS,Afternoon,67,0
127524,8,Different City,ATM,Evening,112,0
39305,1,International,Mobile,Morning,55,0
169027,3,Different City,ATM,Afternoon,68,0
107734,9,Same City,ATM,Night,70,0
158915,2,Same City,Web,Evening,77,0
147968,8,Same City,Web,Morning,29,0
113983,1,Same City,Mobile,Evening,69,0
45812,6,Different City,Web,Morning,19,0
88051,2,Same City,ATM,Evening,103,0
70698,2,International,Web,Afternoon,22,0
146369,5,Same City,Mobile,Afternoon,23,0
73888,6,International,ATM,Afternoon,20,0
105840,7,International,Web,Night,84,1
165694,8,International,Mobile,Morning,62,1
50334,2,Same City,POS,Morning,80,0
192298,4,International,Mobile,Morning,32,0
194603,4,International,POS,Morning,108,0
121082,6,Same City,POS,Night,119,0
140563,6,International,Web,Morning,34,1
191375,7,Different City,ATM,Evening,19,0
129534,8,Same City,Mobile,Morning,105,0
57953,9,International,ATM,Evening,35,0
180894,5,International,ATM,Night,69,0
67591,6,International,POS,Afternoon,94,0
147603,3,Same City,Mobile,Afternoon,23,0
191818,1,Same City,ATM,Morning,12,0
87120,9,International,Mobile,Night,19,1
191033,1,Same City,ATM,Night,39,0
72661,2,Different City,ATM,Morning,83,0
60843,8,International,POS,Night,10,0
134557,1,International,Web,Afternoon,117,0
11352,1,Same City,Mobile,Evening,1,0
184212,2,Different City,Web,Night,69,0
75162,9,Different City,POS,Evening,62,0
169384,1,International,Mobile,Night,39,0
195467,10,Different City,POS,Morning,33,0
129453,8,International,Web,Night,21,1
114544,1,Same City,ATM,Afternoon,86,0
146611,4,Different City,POS,Morning,94,0
145521,6,Same City,POS,Afternoon,12,0
125421,8,Different City,Web,Afternoon,66,0
72511,2,International,ATM,Afternoon,103,0
23917,9,Same City,Web,Evening,28,0
78229,7,Different City,Mobile,Night,90,0
32761,3,Different City,Mobile,Morning,10,0
152363,4,Different City,Web,Afternoon,96,0
87470,2,Different City,POS,Night,29,0
165447,7,Same City,POS,Night,88,0
127747,10,Same City,POS,Night,75,0
15944,2,Same City,ATM,Evening,35,0
175108,4,Same City,ATM,Evening,57,0
146921,6,Different City,POS,Afternoon,27,0
41092,9,International,ATM,Evening,108,0
82971,5,Same City,POS,Morning,67,0
170926,3,Different City,Mobile,Morning,105,0
121884,1,Same City,Web,Evening,28,0
107868,8,Different City,ATM,Night,108,0
70524,1,Same City,ATM,Morning,14,0
147202,4,Same City,POS,Night,77,0
185220,2,Different City,Web,Night,43,0
152282,10,International,Mobile,Afternoon,111,1
147876,6,International,ATM,Night,29,1
749,10,Same City,Mobile,Night,30,0
20975,4,International,POS,Morning,33,0
16785,6,Different City,POS,Night,114,0
132358,8,Same City,POS,Morning,103,0
165649,3,Different City,Mobile,Evening,120,0
63854,4,Different City,Web,Afternoon,19,0
2656,4,Same City,ATM,Night,20,0
106097,2,Same City,Web,Afternoon,94,0
197036,9,Different City,Mobile,Evening,83,0
109496,6,Same City,Web,Night,77,0
192450,2,Different City,Web,Afternoon,98,0
129525,6,Different City,ATM,Morning,73,0
133938,5,Different City,Web,Morning,118,0
151298,5,Different City,POS,Evening,35,0
163998,5,International,Web,Night,13,0
34754,1,Different City,Web,Afternoon,76,0
13925,3,Same City,Mobile,Morning,32,0
56132,6,Same City,Web,Morning,90,0
187109,1,International,POS,Morning,105,0
175605,6,International,ATM,Morning,115,1
16477,2,International,ATM,Afternoon,75,0
2258,2,Different City,Mobile,Morning,44,0
154239,1,Different City,POS,Night,32,0
67050,6,Different City,Web,Evening,64,0
77059,9,International,ATM,Morning,29,0
198432,2,Same City,POS,Morning,44,0
66715,9,Same City,ATM,Night,50,0
115124,7,International,ATM,Morning,22,1
177594,8,Same City,ATM,Morning,7,0
44733,10,Different City,ATM,Night,83,0
97418,2,Same City,Mobile,Afternoon,112,0
163297,6,Same City,Mobile,Night,35,0
187338,4,Different City,Mobile,Morning,74,0
187807,5,Different City,ATM,Evening,44,0
106900,9,Same City,Web,Afternoon,72,0
183837,9,Same City,Web,Night,29,0
75510,4,Different City,ATM,Night,33,0
115525,9,Different City,POS,Morning,114,0
38965,6,International,POS,Morning,49,0
84528,8,Same City,ATM,Night,19,0
51621,5,International,Web,Afternoon,86,0
87323,2,Different City,ATM,Evening,77,0
84186,4,International,Mobile,Evening,92,0
23878,8,Same City,POS,Afternoon,50,0
50840,1,International,POS,Afternoon,86,0
90630,5,International,ATM,Afternoon,9,0
26391,1,International,POS,Evening,71,0
150918,8,Different City,Mobile,Afternoon,98,0
126043,6,Same City,ATM,Afternoon,19,0
143838,7,Same City,Mobile,Night,48,0
120991,3,Different City,ATM,Afternoon,70,0
119770,10,Same City,POS,Afternoon,45,0
184937,8,Same City,ATM,Night,17,0
183339,4,Same City,ATM,Morning,12,0
137977,3,International,ATM,Evening,41,0
118134,3,Different City,Web,Afternoon,14,0
183812,3,Different City,POS,Evening,84,0
14080,7,Same City,Web,Morning,18,0
158795,10,Different City,POS,Night,8,0
22632,2,Same City,POS,Afternoon,22,0
106828,8,Different City,POS,Evening,94,0
165799,4,Same City,Web,Morning,26,0
93212,4,Different City,POS,Night,70,0
67042,9,International,POS,Evening,18,0
64316,6,Different City,POS,Afternoon,43,0
152820,3,Same City,Web,Evening,95,0
18414,1,International,ATM,Evening,44,0
56322,1,Same City,POS,Morning,114,0
145525,4,Different City,POS,Evening,84,0
198922,8,Same City,POS,Evening,12,0
125396,3,Same City,POS,Afternoon,48,0
175869,9,Different City,Web,Night,103,0
19972,4,Different City,ATM,Afternoon,35,0
146141,4,Different City,ATM,Afternoon,26,0
188286,10,International,Mobile,Morning,33,1
110906,8,Different City,Mobile,Night,56,0
135386,10,Same City,Web,Morning,76,0
9007,4,Same City,POS,Evening,78,0
121503,10,Same City,Mobile,Morning,69,0
45398,1,International,POS,Afternoon,76,0
52415,2,Different City,Web,Night,79,0
24966,10,Different City,Web,Morning,103,0
171688,8,International,POS,Morning,116,1
159837,4,Same City,Web,Afternoon,76,0
164058,9,International,ATM,Afternoon,108,1
36415,5,International,ATM,Morning,83,0
23760,1,Different City,POS,Afternoon,73,0
58437,6,International,Web,Evening,59,0
136299,9,Same City,Web,Morning,86,0
6563,10,International,POS,Morning,64,0
79160,6,Different City,Mobile,Afternoon,109,0
88095,1,International,ATM,Morning,18,0
56052,6,International,POS,Afternoon,65,0
56553,8,Different City,ATM,Night,62,0
9289,9,Different City,POS,Afternoon,74,0
69627,10,Same City,ATM,Morning,64,0
158385,4,International,POS,Evening,92,0
42766,3,Same City,ATM,Evening,94,0
90679,5,International,ATM,Morning,39,0
102230,8,Different City,ATM,Afternoon,109,0
6401,9,Same City,ATM,Morning,75,0
156906,8,Different City,POS,Afternoon,25,0
192904,10,Same City,Mobile,Evening,112,0
185077,4,Different City,Web,Morning,52,0
62928,6,Same City,Web,Morning,84,0
106517,4,Same City,POS,Evening,58,0
189436,5,Same City,Mobile,Morning,116,0
5006,8,International,Web,Night,18,0
48382,4,International,ATM,Afternoon,59,0
65827,6,Same City,Web,Night,59,0
120258,9,International,Web,Afternoon,113,1
15523,4,International,POS,Night,4,0
176844,3,Same City,ATM,Afternoon,24,0
163147,6,Different City,Web,Morning,14,0
95626,1,Same City,ATM,Night,93,0
89384,10,Different City,Web,Evening,97,0
103091,6,Same City,Mobile,Evening,77,0
58956,6,Different City,POS,Morning,60,0
60957,5,Different City,Mobile,Evening,36,0
64643,6,Same City,POS,Night,79,0
6609,5,Same City,Web,Afternoon,9,0
12959,9,Different City,Mobile,Evening,45,0
163476,6,International,ATM,Afternoon,76,1
183382,3,Different City,Mobile,Morning,6,0
27568,1,Same City,ATM,Night,74,0
920,1,Same City,Mobile,Night,41,0
91109,4,Same City,POS,Afternoon,22,0
145339,1,International,Mobile,Morning,8,0
107136,7,Different City,Mobile,Night,45,0
23695,3,Same City,Web,Evening,49,0
129055,1,International,Mobile,Afternoon,98,0
123363,10,International,Web,Night,81,1
130333,1,Same City,POS,Afternoon,73,0
160829,1,Different City,ATM,Afternoon,38,0
94386,9,International,ATM,Night,104,1
116339,5,International,ATM,Morning,64,0
153203,9,Same City,ATM,Evening,79,0
161236,6,Different City,ATM,Afternoon,65,0
122097,8,International,Mobile,Evening,97,1
153266,10,Different City,Mobile,Afternoon,69,0
104394,10,International,Mobile,Night,47,1
32886,8,Different City,POS,Night,16,0
53960,3,Different City,Web,Morning,94,0
51273,3,International,Mobile,Morning,7,0
101644,4,International,ATM,Evening,17,0
63121,2,Same City,POS,Morning,25,0
15197,7,Same City,POS,Afternoon,101,0
152405,6,Different City,Web,Night,90,0
19847,4,International,POS,Night,76,0
65548,8,Same City,Web,Morning,81,0
129877,1,Different City,Mobile,Afternoon,41,0
191245,1,Different City,ATM,Afternoon,47,0
178074,10,International,Mobile,Night,43,1
194863,9,Different City,ATM,Evening,99,0
63957,2,Same City,Web,Evening,49,0
66499,2,International,Mobile,Evening,57,0
120121,2,International,POS,Evening,15,0
109466,3,Same City,Mobile,Night,55,0
150415,10,Different City,ATM,Evening,22,0
86124,2,Different City,Mobile,Evening,44,0
168144,7,Different City,POS,Afternoon,14,0
43829,5,International,Mobile,Evening,111,0
105533,6,International,Mobile,Afternoon,115,1
64830,2,International,Mobile,Night,118,0
32301,1,Same City,Mobile,Evening,106,0
172018,8,Same City,POS,Night,106,0
82328,9,Different City,ATM,Night,14,0
184388,3,International,ATM,Morning,103,0
125861,10,Different City,ATM,Afternoon,12,0
86660,9,International,POS,Morning,64,1
7010,10,International,Mobile,Evening,74,0
57038,3,Same City,POS,Night,36,0
18757,5,Same City,Web,Afternoon,66,0
134496,10,Different City,ATM,Night,37,0
184442,8,Same City,Web,Morning,106,0
68481,3,Same City,ATM,Evening,85,0
137455,7,Different City,ATM,Afternoon,4,0
2579,1,International,POS,Night,66,0
143403,5,Same City,Mobile,Evening,96,0
136981,4,Same City,Mobile,Morning,119,0
93222,8,Different City,ATM,Afternoon,117,0
56426,5,Same City,Mobile,Morning,14,0
75413,4,Same City,POS,Night,40,0
156188,6,Same City,Web,Evening,115,0
111798,3,Different City,Mobile,Night,65,0
90048,8,Same City,Web,Morning,3,0
170756,10,Same City,Web,Morning,49,0
66177,10,Different City,POS,Afternoon,81,0
45599,5,Different City,ATM,Evening,33,0
27597,7,Same City,POS,Afternoon,83,0
20193,9,International,Web,Morning,42,0
21975,9,Same City,ATM,Morning,108,0
170003,4,Same City,POS,Evening,12,0
164767,3,Different City,Mobile,Night,17,0
197717,10,Same City,POS,Afternoon,86,0
23360,5,Same City,Mobile,Night,79,0
33030,1,Same City,POS,Morning,110,0
31378,2,Different City,Mobile,Evening,20,0
110348,10,International,Mobile,Morning,83,1
170512,2,International,Mobile,Afternoon,50,0
85823,6,International,ATM,Evening,42,1
29453,3,Different City,Mobile,Morning,49,0
